Folio,ordenpersona,ordenviaje,Proposito,PropositoVC,Proposito_e,OrigenActividadComuna,OrigenActividadCalle,OrigenActividadNumero,OrigenActividadInterCalle,OrigenActividadHito,LugarActividadComuna,LugarActividadCalle,LugarActividadNumero,LugarActividadInterCalle,LugarActividadHito,ActividadEmpresa,TipoAsiento,ModoEtapa1,ModoEtapa2,ModoEtapa3,ModoEtapa4,ModoEtapa5,CuadrasCaminadasDespues,MinutosCaminadosDespues,HoraLlegadaHora,HoraLlegadaMinuto,HoraVolvioSalirHora,HoraVolvioSalirMinuto,Coord_OrigenViaje,Zona_OrigenViaje,Sector_OrigenViaje,HoraSalida,Coord_DestinoViaje,Zona_DestinoViaje,Sector_DestinoViaje,HoraLlegada,TiempoViaje,Distancia,Periodo,NumeroEtapasViaje,HoraMediaViaje,ModoAgregado,PropositoAgregado,FactorExpansionV,codActividadEmpresa,codModoEtapa1,codModoEtapa2,codModoEtapa3,codModoEtapa4,codModoEtapa5,codPeriodo,codProposito
10902,1,2,7,8,,NATALES,PHILLIPS,430,.,COLEGIO,NATALES,GERMANIA,528,.,.,null,null,7,null,null,null,null,2,5,8,6,9,30,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 8:01:00,"-51.73124,-72.50357",21,2.Residencial Central,30-12-1899 8:06:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:03:30,4,3,"10,312",,,,,,,,
10902,1,3,1,null,,NATALES,GERMANIA,528,.,.,NATALES,CARLOS IBAEZ,1652,SAN MARTIN,SUPERMERCADO,2,null,7,null,null,null,null,0,0,9,50,18,0,"-51.73124,-72.50357",21,2.Residencial Central,30-12-1899 9:30:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 9:50:00,30-12-1899 0:20:00,null,1,1,30-12-1899 9:40:00,4,1,"10,312",,,,,,,,
10902,1,4,7,1,,NATALES,CARLOS IBAEZ,1652,SAN MARTIN,SUPERMERCADO,NATALES,GERMANIA,528,.,.,null,null,7,null,null,null,null,0,0,18,20,99,99,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 18:00:00,"-51.73124,-72.50357",21,2.Residencial Central,30-12-1899 18:20:00,30-12-1899 0:20:00,null,2,1,30-12-1899 18:10:00,4,3,"10,312",,,,,,,,
10902,2,1,3,null,,NATALES,GERMANIA,528,.,.,NATALES,PHILLIPS,430,.,COLEGIO,null,null,7,null,null,null,null,0,1,7,50,15,0,"-51.73124,-72.50357",21,2.Residencial Central,30-12-1899 7:40:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 7:50:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:45:00,4,2,"15,099",,,,,,,,
10902,2,2,7,3,,NATALES,PHILLIPS,430,.,COLEGIO,NATALES,GERMANIA,528,.,.,null,null,7,null,null,null,null,2,5,15,30,99,99,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 15:00:00,"-51.73124,-72.50357",21,2.Residencial Central,30-12-1899 15:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 15:15:00,4,3,"15,099",,,,,,,,
10911,2,1,11,null,,NATALES,MIRAFLORES,666,.,.,NATALES,BAQUEDANO,0,MIRAFLORES,MINIMARKET,null,null,13,null,null,null,null,1,5,15,5,15,10,"-51.73083,-72.50055",22,3.Centro,30-12-1899 15:00:00,"-51.7312102, -72.4994258999999",29,2.Residencial Central,30-12-1899 15:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 15:02:30,1,3,"9,698",,,,,,,,
10911,2,2,7,11,,NATALES,BAQUEDANO,0,MIRAFLORES,MINIMARKET,NATALES,MIRAFLORES,666,.,.,null,null,13,null,null,null,null,1,5,15,15,99,99,"-51.7312102, -72.4994258999999",29,2.Residencial Central,30-12-1899 15:10:00,"-51.73083,-72.50055",22,3.Centro,30-12-1899 15:15:00,30-12-1899 0:05:00,null,2,1,30-12-1899 15:12:30,1,3,"9,698",,,,,,,,
10911,3,1,3,null,,NATALES,MIRAFLORES,666,.,.,NATALES,RAMIREZ,478,MIRAFLORES,ESCUELA 1,null,null,13,null,null,null,null,2,10,7,55,13,0,"-51.73083,-72.50055",22,3.Centro,30-12-1899 7:45:00,"-51.728587, -72.4987183",14,3.Centro,30-12-1899 7:55:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:50:00,1,2,"7,179",,,,,,,,
10911,3,2,7,3,,NATALES,RAMIREZ,478,MIRAFLORES,ESCUELA 1,NATALES,MIRAFLORES,666,.,.,null,null,13,null,null,null,null,2,10,13,10,16,45,"-51.728587, -72.4987183",14,3.Centro,30-12-1899 13:00:00,"-51.73083,-72.50055",22,3.Centro,30-12-1899 13:10:00,30-12-1899 0:10:00,null,3,1,30-12-1899 13:05:00,1,3,"7,179",,,,,,,,
10911,3,3,14,null,ENTRENAMIENTO,NATALES,MIRAFLORES,666,.,.,NATALES,RAMIREZ,478,MIRAFLORES,ESCUELA 1,null,null,13,null,null,null,null,2,10,16,55,19,0,"-51.73083,-72.50055",22,3.Centro,30-12-1899 16:45:00,"-51.728587, -72.4987183",14,3.Centro,30-12-1899 16:55:00,30-12-1899 0:10:00,null,2,1,30-12-1899 16:50:00,1,3,"7,179",,,,,,,,
10911,3,4,7,14,,NATALES,RAMIREZ,478,MIRAFLORES,ESCUELA 1,NATALES,MIRAFLORES,666,.,.,null,null,13,null,null,null,null,2,10,19,10,99,99,"-51.728587, -72.4987183",14,3.Centro,30-12-1899 19:00:00,"-51.73083,-72.50055",22,3.Centro,30-12-1899 19:10:00,30-12-1899 0:10:00,null,4,1,30-12-1899 19:05:00,1,3,"7,179",,,,,,,,
10921,1,1,12,null,,NATALES,BALMACEDA,666,.,.,NATALES,KRUGER,0,BULNES,TV RED,null,null,13,null,null,null,null,8,30,10,30,11,0,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 10:00:00,"-51.7262117, -72.4963137",15,2.Residencial Central,30-12-1899 10:30:00,30-12-1899 0:30:00,null,1,1,30-12-1899 10:15:00,1,3,"5,764",,,,,,,,
10921,1,2,7,12,,NATALES,KRUGER,0,BULNES,TV RED,NATALES,BALMACEDA,666,.,.,null,null,13,null,null,null,null,8,30,11,30,15,0,"-51.7262117, -72.4963137",15,2.Residencial Central,30-12-1899 11:00:00,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 11:30:00,30-12-1899 0:30:00,null,2,1,30-12-1899 11:15:00,1,3,"5,764",,,,,,,,
10921,1,3,11,null,,NATALES,BALMACEDA,666,.,.,NATALES,BULNES,0,BAUEDANO,UNIMARC,null,null,13,null,null,null,null,11,50,15,50,17,0,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 15:00:00,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 15:50:00,30-12-1899 0:50:00,null,2,1,30-12-1899 15:25:00,1,3,"5,764",,,,,,,,
10921,1,4,7,11,,NATALES,BULNES,0,BAUEDANO,UNIMARC,NATALES,BALMACEDA,666,.,.,null,null,13,null,null,null,null,11,50,17,50,99,99,"-51.7269644, -72.5013941",14,3.Centro,30-12-1899 17:00:00,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 17:50:00,30-12-1899 0:50:00,null,2,1,30-12-1899 17:25:00,1,3,"5,764",,,,,,,,
10921,2,1,1,null,,NATALES,BALMACEDA,666,.,.,NATALES,ARTURO PRAT,0,BULNES,LICEO MARIA MAZZARELO,4,null,13,null,null,null,null,9,10,8,0,15,0,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 7:50:00,"-51.7262608, -72.4977428",15,2.Residencial Central,30-12-1899 8:00:00,30-12-1899 0:10:00,null,1,1,30-12-1899 7:55:00,1,1,"10,312",,,,,,,,
10921,2,2,7,1,,NATALES,ARTURO PRAT,0,BULNES,LICEO MARIA MAZZARELO,NATALES,BALMACEDA,666,.,.,null,null,13,null,null,null,null,9,15,15,15,17,30,"-51.7262608, -72.4977428",15,2.Residencial Central,30-12-1899 15:00:00,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 15:15:00,30-12-1899 0:15:00,null,2,1,30-12-1899 15:07:30,1,3,"10,312",,,,,,,,
10921,2,3,1,null,,NATALES,BALMACEDA,666,.,.,NATALES,ARTURO PRAT,0,BULNES,LICEO MARIA MAZZARELO,4,null,13,null,null,null,null,9,20,17,50,20,0,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 17:30:00,"-51.7262608, -72.4977428",15,2.Residencial Central,30-12-1899 17:50:00,30-12-1899 0:20:00,null,2,1,30-12-1899 17:40:00,1,1,"10,312",,,,,,,,
10921,2,4,7,1,,NATALES,ARTURO PRAT,0,BULNES,LICEO MARIA MAZZARELO,NATALES,BALMACEDA,666,.,.,null,null,13,null,null,null,null,9,15,20,15,99,99,"-51.7262608, -72.4977428",15,2.Residencial Central,30-12-1899 20:00:00,"-51.72935,-72.49244",23,2.Residencial Central,30-12-1899 20:15:00,30-12-1899 0:15:00,null,4,1,30-12-1899 20:07:30,1,3,"10,312",,,,,,,,
10932,1,1,12,null,,NATALES,RUBEN DARIO,1621,.,.,NATALES,PHILIPS,.,.,REGISTRO CIVIL,null,null,7,null,null,null,null,1,2,10,40,12,0,"-51.72718,-72.48034",25,6.Residencial Oriente,30-12-1899 10:30:00,"-51.726656, -72.501669",5,1.Residencial Norte,30-12-1899 10:40:00,30-12-1899 0:10:00,null,1,1,30-12-1899 10:35:00,4,3,"9,148",,,,,,,,
10932,1,2,7,12,,NATALES,PHILIPS,.,.,REGISTRO CIVIL,NATALES,RUBEN DARIO,1621,.,.,null,null,7,null,null,null,null,1,2,12,15,99,99,"-51.726656, -72.501669",5,1.Residencial Norte,30-12-1899 12:00:00,"-51.72718,-72.48034",25,6.Residencial Oriente,30-12-1899 12:15:00,30-12-1899 0:15:00,null,3,1,30-12-1899 12:07:30,4,3,"9,148",,,,,,,,
10941,1,1,8,null,,NATALES,YUNGAY,337,.,.,NATALES,SARMIENTO,1484,EL OVEJERO,ESCUELA LADRILLEROS,null,1,1,null,null,null,null,0,0,8,0,8,15,"-51.73383,-72.50601",27,4.Borde Costero,30-12-1899 7:45:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:00:00,30-12-1899 0:15:00,null,1,1,30-12-1899 7:52:30,3,3,"12,175",,,,,,,,
10941,1,2,7,8,,NATALES,SARMIENTO,1484,EL OVEJERO,ESCUELA LADRILLEROS,NATALES,YUNGAY,337,.,.,null,1,1,null,null,null,null,0,1,8,30,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:15:00,"-51.73383,-72.50601",27,4.Borde Costero,30-12-1899 8:30:00,30-12-1899 0:15:00,null,1,1,30-12-1899 8:22:30,3,3,"12,175",,,,,,,,
10942,1,1,8,null,,NATALES,REGIDOR MANUEL ALVAREZ,326,.,.,NATALES,SARMIENTO,1484,EL OVEJERO,ESCUELA LADRILLEROS,null,2,1,null,null,null,null,0,0,8,0,8,1,"-51.73383,-72.50601",27,4.Borde Costero,30-12-1899 7:55:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:00:00,30-12-1899 0:05:00,null,1,1,30-12-1899 7:57:30,3,3,"10,942",,,,,,,,
10942,1,2,7,8,,NATALES,SARMIENTO,1484,EL OVEJERO,ESCUELA LADRILLEROS,NATALES,REGIDOR MANUEL ALVAREZ,326,.,.,null,2,1,null,null,null,null,0,0,8,10,99,99,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 8:01:00,"-51.73383,-72.50601",27,4.Borde Costero,30-12-1899 8:10:00,30-12-1899 0:09:00,null,1,1,30-12-1899 8:05:30,3,3,"10,942",,,,,,,,
10942,2,1,8,null,,NATALES,REGIDOR MANUEL ALVAREZ,326,.,.,NATALES,.,.,.,CENTRO,null,1,1,null,null,null,null,0,0,8,0,8,1,"-51.73383,-72.50601",27,4.Borde Costero,30-12-1899 7:55:00,"-51.727004,-72.501259",14,3.Centro,30-12-1899 8:00:00,30-12-1899 0:05:00,null,1,1,30-12-1899 7:57:30,3,3,"12,175",,,,,,,,
10942,2,2,7,8,,NATALES,.,.,.,CENTRO,NATALES,REGIDOR MANUEL ALVAREZ,326,.,.,null,1,1,null,null,null,null,0,0,8,10,99,99,"-51.727004,-72.501259",14,3.Centro,30-12-1899 8:01:00,"-51.73383,-72.50601",27,4.Borde Costero,30-12-1899 8:10:00,30-12-1899 0:09:00,null,1,1,30-12-1899 8:05:30,3,3,"12,175",,,,,,,,
10951,1,1,5,null,,NATALES,RAMON BARROS LUCO,362 B,.,.,NATALES,AV. ESPAÑA,1650,AV. ULTIMA ESPERANZA,HOSPITAL,null,1,1,null,null,null,null,0,1,11,45,16,45,"-51.73331,-72.50619",27,4.Borde Costero,30-12-1899 10:20:00,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 11:45:00,30-12-1899 1:25:00,null,1,1,30-12-1899 11:02:30,3,3,"14,975",,,,,,,,
10951,1,2,10,null,,NATALES,AV. ESPAÑA,1650,AV. ULTIMA ESPERANZA,HOSPITAL,NATALES,SARMIENTO,1484,EL OVEJERO,ESCUELA LADRILLEROS,null,1,1,null,null,null,null,0,1,17,15,18,25,"-51.7285852, -72.480981",25,6.Residencial Oriente,30-12-1899 16:45:00,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 17:15:00,30-12-1899 0:30:00,null,2,1,30-12-1899 17:00:00,3,3,"14,975",,,,,,,,
10951,1,3,11,null,,NATALES,SARMIENTO,1484,EL OVEJERO,ESCUELA LADRILLEROS,NATALES,BULNES,742,BAQUEDANO,UNIMARC,null,1,1,null,null,null,null,0,1,18,30,18,45,"-51.730652, -72.488131",32,5.Residencial Sur,30-12-1899 18:25:00,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 18:30:00,30-12-1899 0:05:00,null,4,1,30-12-1899 18:27:30,3,3,"14,975",,,,,,,,
10951,1,4,7,11,,NATALES,BULNES,742,BAQUEDANO,UNIMARC,NATALES,RAMON BARROS LUCO,362 B,.,.,null,1,1,null,null,null,null,0,1,19,0,99,99,"-51.7263911, -72.5005379999999",14,3.Centro,30-12-1899 18:45:00,"-51.73331,-72.50619",27,4.Borde Costero,30-12-1899 19:00:00,30-12-1899 0:15:00,null,4,1,30-12-1899 18:52:30,3,3,"14,975",,,,,,,,
10952,1,1,8,null,,PUERTO NATALES,YUNGAY,332,.,.,PUERTO NATALES,BAQUEDANO,.,BERNANDO OHIGGINS,ZONA CENTRO,null,1,1,null,null,null,null,0,0,8,25,8,25,"-51.73331,-72.50619",27,4.Borde Costero,30-12-1899 8:20:00,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 8:25:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:22:30,3,3,"8,964",,,,,,,,
10952,1,2,1,null,,PUERTO NATALES,BAQUEDANO,.,BERNANDO OHIGGINS,ZONA CENTRO,PUERTO NATALES,HERMANN EBERHARD,.,LADRILLEROS,COSTANERA CENTRO,2,1,1,null,null,null,null,0,1,8,30,12,15,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 8:25:00,"-51.730449, -72.5001238999999",22,3.Centro,30-12-1899 8:30:00,30-12-1899 0:05:00,null,1,1,30-12-1899 8:27:30,3,1,"8,964",,,,,,,,
10952,1,3,7,1,,PUERTO NATALES,HERMANN EBERHARD,.,LADRILLEROS,COSTANERA CENTRO,PUERTO NATALES,YUNGAY,332,.,.,null,1,1,null,null,null,null,0,1,12,30,99,99,"-51.730449, -72.5001238999999",22,3.Centro,30-12-1899 12:15:00,"-51.73331,-72.50619",27,4.Borde Costero,30-12-1899 12:30:00,30-12-1899 0:15:00,null,3,1,30-12-1899 12:22:30,3,3,"8,964",,,,,,,,
10952,2,1,8,null,,PUERTO NATALES,YUNGAY,332,.,.,PUERTO NATALES,BAQUEDANO,.,BERNANDO OHIGGINS,ZONA CENTRO,null,1,1,null,null,null,null,0,0,14,55,14,56,"-51.73331,-72.50619",27,4.Borde Costero,30-12-1899 14:50:00,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 14:55:00,30-12-1899 0:05:00,null,2,1,30-12-1899 14:52:30,3,3,"10,942",,,,,,,,
10952,2,2,7,8,,PUERTO NATALES,BAQUEDANO,.,BERNANDO OHIGGINS,ZONA CENTRO,PUERTO NATALES,YUNGAY,332,.,.,null,1,1,null,null,null,null,0,1,15,0,99,99,"-51.7290769, -72.500447",14,3.Centro,30-12-1899 14:56:00,"-51.73331,-72.50619",27,4.Borde Costero,30-12-1899 15:00:00,30-12-1899 0:04:00,null,2,1,30-12-1899 14:58:00,3,3,"10,942",,,,,,,,
10961,1,1,6,null,,NATALES,MGALLANES,736,.,.,NATALES,JOSE SAVARINO,.,FRESIA,HOTAL ELLEN,null,2,1,null,null,null,null,0,1,23,40,99,99,"-51.73279,-72.50641",27,4.Borde Costero,30-12-1899 23:30:00,"-51.7340423, -72.4884644999999",38,5.Residencial Sur,30-12-1899 23:40:00,30-12-1899 0:10:00,null,5,1,30-12-1899 23:35:00,3,3,"5,229",,,,,,,,
10962,1,1,14,null,CEMENTERIO,NATALES,PEDRO LAGOS,330,.,.,NATALES,SAN MARTIN,777,CARLOS IBAÑEZ,CEMENTERIO PEDRO MARIA ROSSA,null,1,1,null,null,null,null,0,1,11,5,11,15,"-51.73279,-72.50641",27,4.Borde Costero,30-12-1899 11:00:00,"-51.7377002, -72.4880706",43,5.Residencial Sur,30-12-1899 11:05:00,30-12-1899 0:05:00,null,2,1,30-12-1899 11:02:30,3,3,"8,964",,,,,,,,
10962,1,2,7,14,,NATALES,SAN MARTIN,777,CARLOS IBAÑEZ,CEMENTERIO PEDRO MARIA ROSSA,NATALES,PEDRO LAGOS,330,.,.,null,1,1,null,null,null,null,0,1,11,20,99,99,"-51.7377002, -72.4880706",43,5.Residencial Sur,30-12-1899 11:15:00,"-51.73279,-72.50641",27,4.Borde Costero,30-12-1899 11:20:00,30-12-1899 0:05:00,null,2,1,30-12-1899 11:17:30,3,3,"8,964",,,,,,,,
10962,2,1,14,null,MISA,NATALES,PEDRO LAGOS,330,.,.,NATALES,REGIDOR FLORIDOR SOBARZO,.,REGIDOR MANUEL ALVAREZ,COSTANERA CENTRO,null,null,13,null,null,null,null,2,10,10,55,12,15,"-51.73279,-72.50641",27,4.Borde Costero,30-12-1899 10:45:00,"-51.7341843, -72.5064443",27,4.Borde Costero,30-12-1899 10:55:00,30-12-1899 0:10:00,null,2,1,30-12-1899 10:50:00,1,3,"8,118",,,,,,,,
10962,2,2,7,14,,NATALES,REGIDOR FLORIDOR SOBARZO,.,REGIDOR MANUEL ALVAREZ,COSTANERA CENTRO,NATALES,PEDRO LAGOS,330,.,.,null,null,13,null,null,null,null,2,10,12,20,99,99,"-51.7341843, -72.5064443",27,4.Borde Costero,30-12-1899 12:15:00,"-51.73279,-72.50641",27,4.Borde Costero,30-12-1899 12:20:00,30-12-1899 0:05:00,null,3,1,30-12-1899 12:17:30,1,3,"8,118",,,,,,,,
10971,1,1,8,null,,NATALES,PASAJE RANCAGUA,848,.,.,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,null,1,1,null,null,null,null,0,1,9,0,9,5,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 8:40:00,"-51.72561, -72.50639",4,3.Centro,30-12-1899 9:00:00,30-12-1899 0:20:00,null,1,1,30-12-1899 8:50:00,3,3,"11,325",,,,,,,,
10971,1,2,8,null,,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,null,1,1,null,null,null,null,0,1,12,30,12,35,"-51.72561, -72.50639",4,3.Centro,30-12-1899 9:05:00,"-51.72561, -72.50639",4,3.Centro,30-12-1899 12:30:00,30-12-1899 3:25:00,null,1,1,30-12-1899 10:47:30,3,3,"11,325",,,,,,,,
10971,1,3,8,null,,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,null,1,1,null,null,null,null,0,1,14,30,14,35,"-51.72561, -72.50639",4,3.Centro,30-12-1899 12:35:00,"-51.72561, -72.50639",4,3.Centro,30-12-1899 14:30:00,30-12-1899 1:55:00,null,3,1,30-12-1899 13:32:30,3,3,"11,325",,,,,,,,
10971,1,4,8,null,,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,null,1,1,null,null,null,null,0,1,19,0,19,5,"-51.72561, -72.50639",4,3.Centro,30-12-1899 14:35:00,"-51.72561, -72.50639",4,3.Centro,30-12-1899 19:00:00,30-12-1899 4:25:00,null,2,1,30-12-1899 16:47:30,3,3,"11,325",,,,,,,,
10971,1,5,7,8,,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,NATALES,PASAJE RANCAGUA,848,.,.,null,1,1,null,null,null,null,0,1,19,20,99,99,"-51.72561, -72.50639",4,3.Centro,30-12-1899 19:05:00,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 19:20:00,30-12-1899 0:15:00,null,4,1,30-12-1899 19:12:30,3,3,"11,325",,,,,,,,
10971,2,1,1,null,,NATALES,PASAJE RANCAGUA,848,.,.,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,3,2,1,null,null,null,null,0,1,9,0,12,30,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 8:40:00,"-51.72561, -72.50639",4,3.Centro,30-12-1899 9:00:00,30-12-1899 0:20:00,null,1,1,30-12-1899 8:50:00,3,1,"10,312",,,,,,,,
10971,2,2,7,1,,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,NATALES,PASAJE RANCAGUA,848,.,.,null,2,1,null,null,null,null,0,1,12,50,14,10,"-51.72561, -72.50639",4,3.Centro,30-12-1899 12:30:00,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 12:50:00,30-12-1899 0:20:00,null,3,1,30-12-1899 12:40:00,3,3,"10,312",,,,,,,,
10971,2,3,1,null,,NATALES,PASAJE RANCAGUA,848,.,.,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,3,2,1,null,null,null,null,0,1,14,30,19,0,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 14:10:00,"-51.72561, -72.50639",4,3.Centro,30-12-1899 14:30:00,30-12-1899 0:20:00,null,2,1,30-12-1899 14:20:00,3,1,"10,312",,,,,,,,
10971,2,4,7,1,,NATALES,CARLOS BORIES,454,TOMAS ROGERS,CLINICA DENTAL PLAZA,NATALES,PASAJE RANCAGUA,848,.,.,null,2,1,null,null,null,null,0,1,19,20,99,99,"-51.72561, -72.50639",4,3.Centro,30-12-1899 19:00:00,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 19:20:00,30-12-1899 0:20:00,null,4,1,30-12-1899 19:10:00,3,3,"10,312",,,,,,,,
10972,1,1,1,null,,NATALES,TARAPACA,474,.,.,NATALES,EBERHARD,560,ARTURO PRAT,TURISMO 21 DE MAYO,5,null,13,null,null,null,null,8,20,9,0,12,30,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 8:40:00,"-51.7263385, -72.5042138",4,3.Centro,30-12-1899 9:00:00,30-12-1899 0:20:00,null,1,1,30-12-1899 8:50:00,1,1,"9,76",,,,,,,,
10972,1,2,7,1,,NATALES,EBERHARD,560,ARTURO PRAT,TURISMO 21 DE MAYO,NATALES,TARAPACA,474,.,.,null,null,13,null,null,null,null,8,20,12,50,14,40,"-51.7263385, -72.5042138",4,3.Centro,30-12-1899 12:30:00,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 12:50:00,30-12-1899 0:20:00,null,3,1,30-12-1899 12:40:00,1,3,"9,76",,,,,,,,
10972,1,3,1,null,,NATALES,TARAPACA,474,.,.,NATALES,EBERHARD,560,ARTURO PRAT,TURISMO 21 DE MAYO,5,null,13,null,null,null,null,8,20,15,0,19,0,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 14:40:00,"-51.7263385, -72.5042138",4,3.Centro,30-12-1899 15:00:00,30-12-1899 0:20:00,null,2,1,30-12-1899 14:50:00,1,1,"9,76",,,,,,,,
10972,1,4,7,1,,NATALES,EBERHARD,560,ARTURO PRAT,TURISMO 21 DE MAYO,NATALES,TARAPACA,474,.,.,null,null,13,null,null,null,null,8,20,19,20,99,99,"-51.7263385, -72.5042138",4,3.Centro,30-12-1899 19:00:00,"-51.73338,-72.50260",28,2.Residencial Central,30-12-1899 19:20:00,30-12-1899 0:20:00,null,4,1,30-12-1899 19:10:00,1,3,"9,76",,,,,,,,
10981,1,1,1,null,,NATALES,YUNGAI,874,.,.,NATALES,BORIES,454,ARTURO PRAT,NOTARIA,5,null,3,null,null,null,null,0,0,8,31,17,40,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 8:25:00,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 8:31:00,30-12-1899 0:06:00,null,1,1,30-12-1899 8:28:00,2,1,"24,107",,,,,,,,
10981,1,2,11,null,,NATALES,BORIES,454,ARTURO PRAT,NOTARIA,NATALES,BAQUEDANO,358,BULNES,DON BOSCO,null,null,3,null,null,null,null,0,0,17,43,17,48,"-51.7306215, -72.4977157",22,3.Centro,30-12-1899 17:40:00,"-51.72754, -72.50086",14,3.Centro,30-12-1899 17:43:00,30-12-1899 0:03:00,null,2,1,30-12-1899 17:41:30,2,3,"24,107",,,,,,,,
10981,1,3,6,null,,NATALES,BAQUEDANO,358,BULNES,DON BOSCO,NATALES,BENJAMIN ZAMORA,633,CHORRILLOS,CASA TIO,null,null,3,null,null,null,null,0,0,18,9,18,14,"-51.72754, -72.50086",14,3.Centro,30-12-1899 17:48:00,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 18:09:00,30-12-1899 0:21:00,null,2,1,30-12-1899 17:58:30,2,3,"24,107",,,,,,,,
10981,1,4,7,6,,NATALES,BENJAMIN ZAMORA,633,CHORRILLOS,CASA TIO,NATALES,YUNGAI,874,.,.,null,null,3,null,null,null,null,0,0,18,35,18,38,"-51.72962, -72.48742",32,5.Residencial Sur,30-12-1899 18:14:00,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 18:35:00,30-12-1899 0:21:00,null,4,1,30-12-1899 18:24:30,2,3,"24,107",,,,,,,,
10981,1,5,6,null,,NATALES,YUNGAI,874,.,.,NATALES,PASAJE 1,142,PEDRO MONTT,CASA MADRE,null,null,3,null,null,null,null,0,0,19,25,20,45,"-51.73123,-72.49672",29,2.Residencial Central,30-12-1899 18:38:00,"-51.7337156, -72.508548",27,4.Borde Costero,30-12-1899 19:25:00,30-12-1899 0:47:00,null,4,1,30-12-1899 19:01:30,2,3,"24,107",,,,,,,,
10981,1,6,13,null,,NATALES,PASAJE 1,142,PEDRO MONTT,CASA MADRE,NATALES,MIRAFLORES,0,IGNACIO CARRERA PINTO,MULTICANCHA,null,null,3,null,null,null,null,0,0,20,50,22,10,"-51.7337156, -72.508548",27,4.Borde Costero,30-12-1899 20:45:00,"-51.7311694, -72.5055604",21,2.Residencial Central,30-12-1899 20:50:00,30-12-1899 0:05:00,null,5,1,30-12-1899 20:47:30,2,3,"24,107",,,,,,,,
